+-------------+----------+-------------------+---------+--------+-----------------+---------+------------+---------+-------------------+
|TransactionID|CustomerID|               Date|   Amount|Currency|  TransactionType|   Status|Counterparty| Location|          Timestamp|
|      TXN3613|   CUST025|2024-02-27 00:00:00|-15537.63|     INR|    Transfer Sent|Completed|        Bank|  Chennai|2024-02-27 00:00:00|
|      TXN5846|   CUST008|2024-02-20 00:00:00| 22654.24|     INR|Transfer Received|Completed|        Bank|    Delhi|2024-02-20 00:00:00|
|      TXN3232|   CUST021|2024-02-13 00:00:00|  7844.22|     INR|          Deposit|Completed|        Bank|  Lucknow|2024-02-13 00:00:00|
|      TXN6499|   CUST013|2024-02-27 00:00:00| 43859.65|     INR|          Deposit|Completed|        Bank|  Kolkata|2024-02-27 00:00:00|
|      TXN2474|   CUST031|2024-02-23 00:00:00| 33609.61|     INR|          Deposit|Completed|        Bank|Ahmedabad|2024-02-23 00:00:00|
|      TXN7247|   CUST015|2024-02-27 00:00:00|-28674.54|     INR|    Transfer Sent|Completed|     CUST015|Hyderabad|2024-02-27 00:00:00|
|      TXN6840|   CUST033|2024-02-03 00:00:00|  2802.71|     INR|          Deposit|Completed|     CUST008|Bangalore|2024-02-03 00:00:00|
|      TXN3044|   CUST050|2024-02-13 00:00:00|  7823.28|     INR|          Deposit|Completed|     CUST018|     Pune|2024-02-13 00:00:00|
|      TXN5241|   CUST044|2024-02-27 00:00:00|-24132.59|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-27 00:00:00|
|      TXN7354|   CUST025|2024-02-02 00:00:00|-14469.94|     INR|       Withdrawal|Completed|        Bank|Ahmedabad|2024-02-02 00:00:00|
|      TXN6625|   CUST008|2024-02-08 00:00:00| -6210.61|     INR|       Withdrawal|Completed|     CUST008|  Lucknow|2024-02-08 00:00:00|
|      TXN9416|   CUST031|2024-02-20 00:00:00| 47275.21|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-20 00:00:00|
|      TXN6557|   CUST037|2024-02-15 00:00:00| -6620.06|     INR|    Transfer Sent|Completed|         ATM|    Delhi|2024-02-15 00:00:00|
|      TXN9543|   CUST013|2024-02-22 00:00:00|-44722.45|     INR|    Transfer Sent|Completed|         ATM|Bangalore|2024-02-22 00:00:00|
|      TXN4756|   CUST048|2024-02-20 00:00:00|-21152.74|     INR|       Withdrawal|Completed|     CUST025|Ahmedabad|2024-02-20 00:00:00|
|      TXN1064|   CUST034|2024-02-14 00:00:00|-49286.94|     INR|       Withdrawal|Completed|        Bank|  Kolkata|2024-02-14 00:00:00|
|      TXN9966|   CUST008|2024-02-08 00:00:00|  30015.5|     INR|          Deposit|Completed|         ATM|   Jaipur|2024-02-08 00:00:00|
|      TXN9193|   CUST045|2024-02-05 00:00:00|  -4782.7|     INR|    Transfer Sent|Completed|     CUST040|   Jaipur|2024-02-05 00:00:00|
|      TXN1531|   CUST031|2024-02-18 00:00:00| 47240.45|     INR|          Deposit|Completed|        Bank|  Kolkata|2024-02-18 00:00:00|
|      TXN1673|   CUST047|2024-02-17 00:00:00|-46509.59|     INR|    Transfer Sent|Completed|         ATM|     Pune|2024-02-17 00:00:00|
|      TXN5291|   CUST002|2024-02-07 00:00:00|  8283.79|     INR|          Deposit|Completed|         ATM|Ahmedabad|2024-02-07 00:00:00|
|      TXN6887|   CUST050|2024-02-03 00:00:00| 23396.44|     INR|Transfer Received|Completed|     CUST015|Hyderabad|2024-02-03 00:00:00|
|      TXN2108|   CUST039|2024-02-23 00:00:00| -48622.6|     INR|    Transfer Sent|Completed|         ATM|   Mumbai|2024-02-23 00:00:00|
|      TXN6008|   CUST018|2024-02-18 00:00:00| 49848.39|     INR|          Deposit|Completed|     CUST040|   Mumbai|2024-02-18 00:00:00|
|      TXN7813|   CUST009|2024-02-06 00:00:00|-22576.85|     INR|       Withdrawal|Completed|     CUST011|    Delhi|2024-02-06 00:00:00|
|      TXN3803|   CUST046|2024-02-08 00:00:00| 21982.32|     INR|Transfer Received|Completed|         ATM|   Mumbai|2024-02-08 00:00:00|
|      TXN4566|   CUST012|2024-02-09 00:00:00| 18778.63|     INR|          Deposit|Completed|     CUST012|    Delhi|2024-02-09 00:00:00|
|      TXN6027|   CUST036|2024-02-09 00:00:00|  3723.18|     INR|          Deposit|Completed|         ATM|Ahmedabad|2024-02-09 00:00:00|
|      TXN3195|   CUST005|2024-02-15 00:00:00| 40007.05|     INR|          Deposit|Completed|         ATM|  Lucknow|2024-02-15 00:00:00|
|      TXN9949|   CUST023|2024-02-13 00:00:00| 13628.74|     INR|Transfer Received|Completed|         ATM|   Mumbai|2024-02-13 00:00:00|
|      TXN7047|   CUST018|2024-02-20 00:00:00|  5202.16|     INR|Transfer Received|Completed|     CUST008|Bangalore|2024-02-20 00:00:00|
|      TXN9240|   CUST029|2024-02-15 00:00:00| 16147.42|     INR|          Deposit|Completed|     CUST009|Ahmedabad|2024-02-15 00:00:00|
|      TXN9050|   CUST004|2024-02-04 00:00:00|  -873.73|     INR|    Transfer Sent|Completed|        Bank|   Jaipur|2024-02-04 00:00:00|
|      TXN4858|   CUST034|2024-02-26 00:00:00|-49283.38|     INR|       Withdrawal|Completed|         ATM|     Pune|2024-02-26 00:00:00|
|      TXN6732|   CUST018|2024-02-17 00:00:00|-46286.28|     INR|    Transfer Sent|Completed|        Bank|   Jaipur|2024-02-17 00:00:00|
|      TXN9102|   CUST021|2024-02-04 00:00:00| 13764.59|     INR|Transfer Received|Completed|        Bank|Bangalore|2024-02-04 00:00:00|
|      TXN3926|   CUST038|2024-02-06 00:00:00|-11086.68|     INR|    Transfer Sent|Completed|         ATM|   Mumbai|2024-02-06 00:00:00|
|      TXN3916|   CUST031|2024-02-22 00:00:00|-46703.39|     INR|       Withdrawal|Completed|         ATM|   Mumbai|2024-02-22 00:00:00|
|      TXN7775|   CUST040|2024-02-23 00:00:00| 47744.09|     INR|          Deposit|Completed|     CUST048|  Lucknow|2024-02-23 00:00:00|
|      TXN4975|   CUST010|2024-02-12 00:00:00|-46518.69|     INR|       Withdrawal|Completed|        Bank|  Lucknow|2024-02-12 00:00:00|
|      TXN8549|   CUST006|2024-02-04 00:00:00|  17145.0|     INR|Transfer Received|Completed|     CUST034|     Pune|2024-02-04 00:00:00|
|      TXN3476|   CUST023|2024-02-23 00:00:00|-45597.17|     INR|       Withdrawal|Completed|        Bank|Hyderabad|2024-02-23 00:00:00|
|      TXN1300|   CUST038|2024-02-19 00:00:00|-18847.96|     INR|    Transfer Sent|Completed|        Bank|   Mumbai|2024-02-19 00:00:00|
|      TXN7418|   CUST023|2024-02-10 00:00:00|-30599.32|     INR|       Withdrawal|Completed|     CUST037|   Jaipur|2024-02-10 00:00:00|
|      TXN4599|   CUST033|2024-02-09 00:00:00| 23385.11|     INR|          Deposit|Completed|         ATM|    Delhi|2024-02-09 00:00:00|
|      TXN3287|   CUST050|2024-02-28 00:00:00| -4494.77|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-28 00:00:00|
|      TXN5293|   CUST020|2024-02-11 00:00:00| -9279.29|     INR|       Withdrawal|Completed|        Bank|  Lucknow|2024-02-11 00:00:00|
|      TXN2847|   CUST016|2024-02-19 00:00:00|-18976.15|     INR|    Transfer Sent|Completed|     CUST009|Ahmedabad|2024-02-19 00:00:00|
|      TXN7744|   CUST012|2024-02-17 00:00:00| 34477.09|     INR|          Deposit|Completed|        Bank|Bangalore|2024-02-17 00:00:00|
|      TXN9921|   CUST002|2024-02-19 00:00:00| 20222.45|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-19 00:00:00|
|      TXN8591|   CUST035|2024-02-23 00:00:00|-23866.44|     INR|       Withdrawal|Completed|         ATM|  Lucknow|2024-02-23 00:00:00|
|      TXN7116|   CUST028|2024-02-18 00:00:00|-47420.99|     INR|       Withdrawal|Completed|        Bank|  Lucknow|2024-02-18 00:00:00|
|      TXN7793|   CUST028|2024-02-21 00:00:00| 13015.56|     INR|          Deposit|Completed|        Bank|  Lucknow|2024-02-21 00:00:00|
|      TXN5457|   CUST002|2024-02-06 00:00:00| 31983.87|     INR|          Deposit|Completed|     CUST026|     Pune|2024-02-06 00:00:00|
|      TXN7192|   CUST031|2024-02-17 00:00:00| 45767.67|     INR|          Deposit|Completed|        Bank|  Lucknow|2024-02-17 00:00:00|
|      TXN9525|   CUST002|2024-02-01 00:00:00| 10603.33|     INR|Transfer Received|Completed|     CUST006|   Jaipur|2024-02-01 00:00:00|
|      TXN6947|   CUST035|2024-02-20 00:00:00| 45091.72|     INR|          Deposit|Completed|     CUST048|   Mumbai|2024-02-20 00:00:00|
|      TXN2409|   CUST001|2024-02-24 00:00:00| -26678.9|     INR|       Withdrawal|Completed|     CUST021|  Chennai|2024-02-24 00:00:00|
|      TXN6099|   CUST023|2024-02-17 00:00:00| 33292.83|     INR|Transfer Received|Completed|        Bank|  Chennai|2024-02-17 00:00:00|
|      TXN3291|   CUST015|2024-02-17 00:00:00|-42120.92|     INR|    Transfer Sent|Completed|        Bank|  Chennai|2024-02-17 00:00:00|
|      TXN9088|   CUST030|2024-02-18 00:00:00| 12876.04|     INR|Transfer Received|Completed|         ATM|    Delhi|2024-02-18 00:00:00|
|      TXN2690|   CUST024|2024-02-09 00:00:00| 26876.76|     INR|          Deposit|Completed|         ATM|Bangalore|2024-02-09 00:00:00|
|      TXN8544|   CUST025|2024-02-28 00:00:00| 24333.48|     INR|          Deposit|Completed|         ATM|Bangalore|2024-02-28 00:00:00|
|      TXN1466|   CUST010|2024-02-13 00:00:00|-19596.12|     INR|       Withdrawal|Completed|        Bank|  Kolkata|2024-02-13 00:00:00|
|      TXN1636|   CUST024|2024-02-16 00:00:00|-33331.05|     INR|    Transfer Sent|Completed|         ATM|   Mumbai|2024-02-16 00:00:00|
|      TXN3547|   CUST026|2024-02-18 00:00:00|  3420.67|     INR|Transfer Received|Completed|     CUST026|  Kolkata|2024-02-18 00:00:00|
|      TXN9491|   CUST016|2024-02-02 00:00:00| 14316.77|     INR|          Deposit|Completed|        Bank|  Lucknow|2024-02-02 00:00:00|
|      TXN2133|   CUST014|2024-02-03 00:00:00| 13751.13|     INR|Transfer Received|Completed|         ATM|     Pune|2024-02-03 00:00:00|
|      TXN3431|   CUST041|2024-02-17 00:00:00|-10638.39|     INR|    Transfer Sent|Completed|        Bank|Bangalore|2024-02-17 00:00:00|
|      TXN1995|   CUST024|2024-02-06 00:00:00| 43792.39|     INR|Transfer Received|Completed|         ATM|   Jaipur|2024-02-06 00:00:00|
|      TXN5218|   CUST002|2024-02-08 00:00:00|-28214.76|     INR|       Withdrawal|Completed|         ATM|Hyderabad|2024-02-08 00:00:00|
|      TXN9520|   CUST040|2024-02-03 00:00:00|-18684.88|     INR|       Withdrawal|Completed|     CUST013|  Lucknow|2024-02-03 00:00:00|
|      TXN5269|   CUST049|2024-02-04 00:00:00| 25972.12|     INR|Transfer Received|Completed|        Bank|    Delhi|2024-02-04 00:00:00|
|      TXN3422|   CUST013|2024-02-24 00:00:00|-40531.59|     INR|    Transfer Sent|Completed|        Bank|Ahmedabad|2024-02-24 00:00:00|
|      TXN9579|   CUST018|2024-02-25 00:00:00|-40309.54|     INR|    Transfer Sent|Completed|         ATM|   Jaipur|2024-02-25 00:00:00|
|      TXN8707|   CUST043|2024-02-16 00:00:00| 32859.37|     INR|          Deposit|Completed|     CUST011|Bangalore|2024-02-16 00:00:00|
|      TXN8190|   CUST021|2024-02-10 00:00:00| 32560.54|     INR|          Deposit|Completed|         ATM|   Mumbai|2024-02-10 00:00:00|
|      TXN9049|   CUST045|2024-02-27 00:00:00| 11781.13|     INR|          Deposit|Completed|     CUST047|  Kolkata|2024-02-27 00:00:00|
|      TXN9835|   CUST025|2024-02-21 00:00:00| -6043.69|     INR|    Transfer Sent|Completed|        Bank|   Mumbai|2024-02-21 00:00:00|
|      TXN3402|   CUST017|2024-02-05 00:00:00| 34259.95|     INR|          Deposit|Completed|     CUST047|  Lucknow|2024-02-05 00:00:00|
|      TXN4926|   CUST046|2024-02-06 00:00:00| 36165.34|     INR|Transfer Received|Completed|        Bank|Hyderabad|2024-02-06 00:00:00|
|      TXN3196|   CUST021|2024-02-16 00:00:00|  -786.65|     INR|    Transfer Sent|Completed|        Bank|  Chennai|2024-02-16 00:00:00|
|      TXN1143|   CUST002|2024-02-07 00:00:00|  1175.35|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-07 00:00:00|
|      TXN3723|   CUST015|2024-02-06 00:00:00|  29599.2|     INR|          Deposit|Completed|     CUST027|   Mumbai|2024-02-06 00:00:00|
|      TXN2485|   CUST007|2024-02-20 00:00:00|-35092.33|     INR|    Transfer Sent|Completed|         ATM|Hyderabad|2024-02-20 00:00:00|
|      TXN3401|   CUST027|2024-02-13 00:00:00|  29306.9|     INR|Transfer Received|Completed|     CUST037|Hyderabad|2024-02-13 00:00:00|
|      TXN7076|   CUST038|2024-02-18 00:00:00| 45833.89|     INR|          Deposit|Completed|     CUST034|   Jaipur|2024-02-18 00:00:00|
|      TXN1181|   CUST037|2024-02-04 00:00:00| 27696.29|     INR|          Deposit|Completed|         ATM|Ahmedabad|2024-02-04 00:00:00|
|      TXN9918|   CUST037|2024-02-20 00:00:00|-12537.12|     INR|       Withdrawal|Completed|        Bank|  Lucknow|2024-02-20 00:00:00|
|      TXN4120|   CUST027|2024-02-15 00:00:00|-38105.03|     INR|       Withdrawal|Completed|         ATM|Hyderabad|2024-02-15 00:00:00|
|      TXN7179|   CUST001|2024-02-02 00:00:00|-43993.51|     INR|    Transfer Sent|Completed|     CUST030|    Delhi|2024-02-02 00:00:00|
|      TXN1159|   CUST013|2024-02-26 00:00:00|-19850.48|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-26 00:00:00|
|      TXN7397|   CUST045|2024-02-14 00:00:00|-35423.02|     INR|    Transfer Sent|Completed|     CUST008|Hyderabad|2024-02-14 00:00:00|
|      TXN2203|   CUST017|2024-02-23 00:00:00| 26401.24|     INR|Transfer Received|Completed|        Bank|   Jaipur|2024-02-23 00:00:00|
|      TXN8204|   CUST039|2024-02-22 00:00:00| -6338.64|     INR|       Withdrawal|Completed|        Bank|  Lucknow|2024-02-22 00:00:00|
|      TXN2788|   CUST047|2024-02-14 00:00:00|  3088.35|     INR|          Deposit|Completed|         ATM|  Lucknow|2024-02-14 00:00:00|
|      TXN6740|   CUST008|2024-02-09 00:00:00| -4477.55|     INR|       Withdrawal|Completed|         ATM|   Jaipur|2024-02-09 00:00:00|
|      TXN7649|   CUST036|2024-02-23 00:00:00|-46248.16|     INR|       Withdrawal|Completed|         ATM|   Mumbai|2024-02-23 00:00:00|
|      TXN3203|   CUST035|2024-02-14 00:00:00| 41355.82|     INR|Transfer Received|Completed|     CUST021|   Mumbai|2024-02-14 00:00:00|
|      TXN6625|   CUST005|2024-02-26 00:00:00| 39317.66|     INR|          Deposit|Completed|     CUST040|  Lucknow|2024-02-26 00:00:00|
|      TXN1372|   CUST031|2024-02-22 00:00:00| -5310.45|     INR|       Withdrawal|Completed|     CUST032|  Lucknow|2024-02-22 00:00:00|
|      TXN9692|   CUST019|2024-02-18 00:00:00|  9920.81|     INR|          Deposit|Completed|     CUST011|     Pune|2024-02-18 00:00:00|
|      TXN1965|   CUST003|2024-02-13 00:00:00|-15661.24|     INR|    Transfer Sent|Completed|        Bank|Bangalore|2024-02-13 00:00:00|
|      TXN3078|   CUST001|2024-02-10 00:00:00| -7925.64|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-10 00:00:00|
|      TXN4939|   CUST018|2024-02-09 00:00:00| 48880.42|     INR|Transfer Received|Completed|     CUST028|   Mumbai|2024-02-09 00:00:00|
|      TXN2494|   CUST039|2024-02-03 00:00:00| 44302.75|     INR|          Deposit|Completed|     CUST017|     Pune|2024-02-03 00:00:00|
|      TXN8721|   CUST044|2024-02-17 00:00:00| 28258.62|     INR|Transfer Received|Completed|     CUST027|   Mumbai|2024-02-17 00:00:00|
|      TXN2960|   CUST020|2024-02-11 00:00:00| 40708.92|     INR|          Deposit|Completed|     CUST025|Bangalore|2024-02-11 00:00:00|
|      TXN1937|   CUST009|2024-02-13 00:00:00| -19317.3|     INR|    Transfer Sent|Completed|        Bank|    Delhi|2024-02-13 00:00:00|
|      TXN9468|   CUST047|2024-02-03 00:00:00|-24433.39|     INR|    Transfer Sent|Completed|        Bank|Bangalore|2024-02-03 00:00:00|
|      TXN1156|   CUST046|2024-02-13 00:00:00|-15004.81|     INR|       Withdrawal|Completed|     CUST004|    Delhi|2024-02-13 00:00:00|
|      TXN7896|   CUST021|2024-02-24 00:00:00|  6088.38|     INR|Transfer Received|Completed|         ATM|  Lucknow|2024-02-24 00:00:00|
|      TXN8848|   CUST039|2024-02-09 00:00:00|  31309.5|     INR|          Deposit|Completed|     CUST032|     Pune|2024-02-09 00:00:00|
|      TXN3070|   CUST033|2024-02-17 00:00:00|-36536.77|     INR|       Withdrawal|Completed|     CUST042|Bangalore|2024-02-17 00:00:00|
|      TXN7744|   CUST014|2024-02-18 00:00:00| 17408.46|     INR|          Deposit|Completed|     CUST047|    Delhi|2024-02-18 00:00:00|
|      TXN9851|   CUST046|2024-02-26 00:00:00|-13022.41|     INR|    Transfer Sent|Completed|         ATM|  Kolkata|2024-02-26 00:00:00|
|      TXN9571|   CUST043|2024-02-07 00:00:00|-39557.02|     INR|       Withdrawal|Completed|     CUST021|     Pune|2024-02-07 00:00:00|
|      TXN4014|   CUST042|2024-02-04 00:00:00|-28131.34|     INR|    Transfer Sent|Completed|         ATM|  Chennai|2024-02-04 00:00:00|
|      TXN3150|   CUST013|2024-02-28 00:00:00| 45694.63|     INR|Transfer Received|Completed|     CUST005|   Mumbai|2024-02-28 00:00:00|
|      TXN6713|   CUST014|2024-02-18 00:00:00| 45507.32|     INR|          Deposit|Completed|        Bank|  Kolkata|2024-02-18 00:00:00|
|      TXN1837|   CUST018|2024-02-16 00:00:00|-10083.05|     INR|       Withdrawal|Completed|         ATM|  Lucknow|2024-02-16 00:00:00|
|      TXN4324|   CUST018|2024-02-22 00:00:00| 42624.51|     INR|          Deposit|Completed|     CUST001|    Delhi|2024-02-22 00:00:00|
|      TXN7496|   CUST039|2024-02-22 00:00:00| -22684.9|     INR|       Withdrawal|Completed|        Bank|  Chennai|2024-02-22 00:00:00|
|      TXN9827|   CUST044|2024-02-17 00:00:00|-43873.53|     INR|       Withdrawal|Completed|        Bank|  Chennai|2024-02-17 00:00:00|
|      TXN1623|   CUST021|2024-02-01 00:00:00| -1791.99|     INR|    Transfer Sent|Completed|     CUST013|  Kolkata|2024-02-01 00:00:00|
|      TXN6133|   CUST016|2024-02-12 00:00:00|-40497.36|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-12 00:00:00|
|      TXN9460|   CUST002|2024-02-22 00:00:00| 21547.97|     INR|Transfer Received|Completed|         ATM|   Mumbai|2024-02-22 00:00:00|
|      TXN5389|   CUST021|2024-02-28 00:00:00| -2893.31|     INR|       Withdrawal|Completed|        Bank|Ahmedabad|2024-02-28 00:00:00|
|      TXN4454|   CUST008|2024-02-23 00:00:00| 28975.62|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-23 00:00:00|
|      TXN7593|   CUST010|2024-02-09 00:00:00| 33360.15|     INR|          Deposit|Completed|     CUST049|  Lucknow|2024-02-09 00:00:00|
|      TXN6832|   CUST004|2024-02-20 00:00:00| 46553.28|     INR|Transfer Received|Completed|        Bank|Hyderabad|2024-02-20 00:00:00|
|      TXN7888|   CUST042|2024-02-05 00:00:00|-48808.14|     INR|       Withdrawal|Completed|         ATM|Hyderabad|2024-02-05 00:00:00|
|      TXN9813|   CUST046|2024-02-20 00:00:00|-36529.01|     INR|    Transfer Sent|Completed|     CUST026|Ahmedabad|2024-02-20 00:00:00|
|      TXN8523|   CUST046|2024-02-05 00:00:00| 25109.65|     INR|Transfer Received|Completed|         ATM|   Mumbai|2024-02-05 00:00:00|
|      TXN6772|   CUST021|2024-02-22 00:00:00| -9229.88|     INR|       Withdrawal|Completed|         ATM|   Mumbai|2024-02-22 00:00:00|
|      TXN2842|   CUST015|2024-02-20 00:00:00|-38933.56|     INR|    Transfer Sent|Completed|        Bank|Hyderabad|2024-02-20 00:00:00|
|      TXN2536|   CUST008|2024-02-15 00:00:00| 16560.09|     INR|          Deposit|Completed|     CUST043|Ahmedabad|2024-02-15 00:00:00|
|      TXN3870|   CUST006|2024-02-12 00:00:00| 13181.94|     INR|Transfer Received|Completed|     CUST003|Ahmedabad|2024-02-12 00:00:00|
|      TXN4709|   CUST029|2024-02-24 00:00:00| 44084.57|     INR|          Deposit|Completed|        Bank|    Delhi|2024-02-24 00:00:00|
|      TXN8045|   CUST040|2024-02-09 00:00:00|-20634.51|     INR|       Withdrawal|Completed|     CUST022|    Delhi|2024-02-09 00:00:00|
|      TXN4429|   CUST005|2024-02-07 00:00:00|-39525.89|     INR|       Withdrawal|Completed|        Bank|    Delhi|2024-02-07 00:00:00|
|      TXN3559|   CUST037|2024-02-28 00:00:00| -29434.9|     INR|       Withdrawal|Completed|     CUST037|    Delhi|2024-02-28 00:00:00|
|      TXN7337|   CUST021|2024-02-26 00:00:00|  5876.95|     INR|          Deposit|Completed|        Bank|  Lucknow|2024-02-26 00:00:00|
|      TXN7505|   CUST049|2024-02-18 00:00:00| 15847.02|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-18 00:00:00|
|      TXN7386|   CUST036|2024-02-14 00:00:00|  6347.68|     INR|          Deposit|Completed|     CUST040|Ahmedabad|2024-02-14 00:00:00|
|      TXN4998|   CUST005|2024-02-15 00:00:00|-31007.62|     INR|    Transfer Sent|Completed|         ATM|   Mumbai|2024-02-15 00:00:00|
|      TXN4001|   CUST015|2024-02-16 00:00:00|-23801.09|     INR|    Transfer Sent|Completed|     CUST022|    Delhi|2024-02-16 00:00:00|
|      TXN7519|   CUST007|2024-02-12 00:00:00| 47463.16|     INR|Transfer Received|Completed|         ATM|Ahmedabad|2024-02-12 00:00:00|
|      TXN7967|   CUST039|2024-02-01 00:00:00|-10830.03|     INR|       Withdrawal|Completed|        Bank|   Jaipur|2024-02-01 00:00:00|
|      TXN7846|   CUST020|2024-02-05 00:00:00|-22217.03|     INR|       Withdrawal|Completed|         ATM|Ahmedabad|2024-02-05 00:00:00|
|      TXN3587|   CUST010|2024-02-10 00:00:00| 47009.54|     INR|          Deposit|Completed|        Bank|   Jaipur|2024-02-10 00:00:00|
|      TXN1556|   CUST035|2024-02-23 00:00:00|-39072.79|     INR|    Transfer Sent|Completed|     CUST036|   Mumbai|2024-02-23 00:00:00|
|      TXN5844|   CUST016|2024-02-09 00:00:00|  7606.74|     INR|          Deposit|Completed|        Bank|   Mumbai|2024-02-09 00:00:00|
|      TXN8105|   CUST041|2024-02-16 00:00:00| 41404.25|     INR|Transfer Received|Completed|        Bank|   Mumbai|2024-02-16 00:00:00|
|      TXN7444|   CUST029|2024-02-07 00:00:00| 41097.53|     INR|          Deposit|Completed|     CUST018|  Lucknow|2024-02-07 00:00:00|
|      TXN2395|   CUST041|2024-02-03 00:00:00| 47774.95|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-03 00:00:00|
|      TXN7237|   CUST002|2024-02-02 00:00:00| -2221.16|     INR|       Withdrawal|Completed|        Bank|    Delhi|2024-02-02 00:00:00|
|      TXN2897|   CUST017|2024-02-02 00:00:00|  7324.89|     INR|          Deposit|Completed|     CUST013|  Lucknow|2024-02-02 00:00:00|
|      TXN9782|   CUST004|2024-02-27 00:00:00|  8318.31|     INR|Transfer Received|Completed|         ATM|   Mumbai|2024-02-27 00:00:00|
|      TXN5737|   CUST006|2024-02-08 00:00:00| 29508.02|     INR|          Deposit|Completed|     CUST024|   Mumbai|2024-02-08 00:00:00|
|      TXN5270|   CUST041|2024-02-16 00:00:00| 25538.19|     INR|          Deposit|Completed|        Bank|  Lucknow|2024-02-16 00:00:00|
|      TXN9028|   CUST013|2024-02-20 00:00:00| -30490.2|     INR|       Withdrawal|Completed|     CUST003|  Lucknow|2024-02-20 00:00:00|
|      TXN6593|   CUST036|2024-02-28 00:00:00|-15106.86|     INR|    Transfer Sent|Completed|     CUST024|  Lucknow|2024-02-28 00:00:00|
|      TXN4619|   CUST017|2024-02-05 00:00:00| 27116.27|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-05 00:00:00|
|      TXN1695|   CUST014|2024-02-04 00:00:00| 40666.33|     INR|          Deposit|Completed|     CUST026|     Pune|2024-02-04 00:00:00|
|      TXN6846|   CUST043|2024-02-15 00:00:00| 14890.56|     INR|          Deposit|Completed|        Bank|Bangalore|2024-02-15 00:00:00|
|      TXN8948|   CUST004|2024-02-25 00:00:00| -2267.73|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-25 00:00:00|
|      TXN2597|   CUST023|2024-02-06 00:00:00|-25922.87|     INR|    Transfer Sent|Completed|        Bank|  Chennai|2024-02-06 00:00:00|
|      TXN8362|   CUST011|2024-02-11 00:00:00|  -7554.6|     INR|       Withdrawal|Completed|     CUST047|Ahmedabad|2024-02-11 00:00:00|
|      TXN7823|   CUST022|2024-02-09 00:00:00|-17863.65|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-09 00:00:00|
|      TXN2186|   CUST043|2024-02-18 00:00:00| 41969.32|     INR|          Deposit|Completed|         ATM|Hyderabad|2024-02-18 00:00:00|
|      TXN9697|   CUST038|2024-02-04 00:00:00|  4392.35|     INR|          Deposit|Completed|     CUST014|Ahmedabad|2024-02-04 00:00:00|
|      TXN4404|   CUST030|2024-02-07 00:00:00|-32035.35|     INR|    Transfer Sent|Completed|         ATM|  Lucknow|2024-02-07 00:00:00|
|      TXN4008|   CUST043|2024-02-13 00:00:00|  5995.85|     INR|          Deposit|Completed|     CUST036|     Pune|2024-02-13 00:00:00|
|      TXN2451|   CUST003|2024-02-28 00:00:00|-26214.54|     INR|       Withdrawal|Completed|        Bank|    Delhi|2024-02-28 00:00:00|
|      TXN2510|   CUST049|2024-02-07 00:00:00| 11942.51|     INR|Transfer Received|Completed|        Bank|     Pune|2024-02-07 00:00:00|
|      TXN6317|   CUST046|2024-02-20 00:00:00|-16552.94|     INR|    Transfer Sent|Completed|        Bank|   Mumbai|2024-02-20 00:00:00|
|      TXN9840|   CUST050|2024-02-25 00:00:00| 29727.96|     INR|          Deposit|Completed|     CUST033|  Lucknow|2024-02-25 00:00:00|
|      TXN6394|   CUST035|2024-02-19 00:00:00|-27423.02|     INR|    Transfer Sent|Completed|        Bank|Bangalore|2024-02-19 00:00:00|
|      TXN2905|   CUST005|2024-02-07 00:00:00|-40727.83|     INR|       Withdrawal|Completed|         ATM|  Chennai|2024-02-07 00:00:00|
|      TXN1447|   CUST018|2024-02-06 00:00:00| 27868.68|     INR|          Deposit|Completed|     CUST017|    Delhi|2024-02-06 00:00:00|
|      TXN1416|   CUST007|2024-02-28 00:00:00| 44273.27|     INR|Transfer Received|Completed|         ATM|  Kolkata|2024-02-28 00:00:00|
|      TXN1116|   CUST041|2024-02-26 00:00:00| 20967.28|     INR|          Deposit|Completed|         ATM|Bangalore|2024-02-26 00:00:00|
|      TXN7894|   CUST034|2024-02-16 00:00:00| 10030.53|     INR|          Deposit|Completed|        Bank|    Delhi|2024-02-16 00:00:00|
|      TXN9200|   CUST005|2024-02-08 00:00:00|-42212.87|     INR|       Withdrawal|Completed|     CUST037|  Chennai|2024-02-08 00:00:00|
|      TXN1899|   CUST022|2024-02-13 00:00:00| 44437.01|     INR|Transfer Received|Completed|         ATM|Ahmedabad|2024-02-13 00:00:00|
